BlackRock Investment Quality Municipal Trust Inc. (The),4913254779015156,Langsdon Escofier
The Blackstone Group L.P.,6381130187208641,Goldarina Simonson
WisdomTree United Kingdom Hedged Equity Fund,3531190391260362,Jessie Emerton
EchoStar Corporation,676744168968031222,Kevin Vannuchi
"Blackrock MuniEnhanced Fund, Inc.",4917740465916471,Genni Dungee
Zions Bancorporation,3550897190453214,Harry O'Feeny
"Aduro Biotech, Inc.",6375254756414998,Pattie Enrdigo
Peoples Financial Corporation,5251135293194493,Marin Sinisbury
"Landcadia Holdings, Inc.",30377200650915,Brennan Hyams
"Lion Biotechnologies, Inc.",3561805491026636,Marcelle Chantler
"ViewRay, Inc.",3587809021094981,Skye Scarborough
Wells Fargo & Company,3579081386582253,Kimball Van der Baaren
Clorox Company (The),5100143384918146,Gretal Wavell
"OraSure Technologies, Inc.",3568507187103918,Gerladina Philott
"Deswell Industries, Inc.",30001525601805,Shandy Firpo
"Welbilt, Inc.",4017952953370,Daffie Kenshole
MSG Networks Inc.,3571525905895735,Felizio Marcu
Teekay Offshore Partners L.P.,201988620709314,Althea Tippings
"Papa Murphy's Holdings, Inc.",3580400843781653,Benetta Earey
"CalAtlantic Group, Inc.",3562647108191232,Emerson Tomaello
Geo Group Inc (The),3574159879862583,Melisent Havock
"Reinsurance Group of America, Incorporated",3548304869803584,Alexander Cullivan
"Tactile Systems Technology, Inc.",3547526222529669,Sterling Normaville
Exact Sciences Corporation,6759637432996972,Orelee Bleddon
"Key Energy Services, Inc.",5010122328620033,Amery Harmant
"Caseys General Stores, Inc.",3558024785992843,Pamella Shee
First Trust RiverFront Dynamic Emerging Markets ETF,3558705144582990,Carol-jean Willment
"Century Bancorp, Inc.",3534775732325549,Che Randal
Forum Merger Corporation,6759901698064887,Berna Falks
Verizon Communications Inc.,3580120483750533,Donielle Schukert
UroGen Pharma Ltd.,3549158158293678,Ophelia Schnitter
"Ctrip.com International, Ltd.",5400471207676527,Maurie Durrant
Agree Realty Corporation,3540981985169277,Sapphire Sooley
Taylor Morrison Home Corporation,5311459469959424,Anastassia Bernardos
Ark Restaurants Corp.,3536271333817439,Cozmo Wiffill
Vanguard Russell 1000 ETF,5279272382206934,Kelwin Casillis
"Organovo Holdings, Inc.",3574620078778011,Kain Eouzan
"Maui Land & Pineapple Company, Inc.",3548730247353720,Gianni Clayson
"Cirrus Logic, Inc.",3585635939398244,Mic Kensley
"Pacira Pharmaceuticals, Inc.",3545870947887040,Caitlin Brothers
"Activision Blizzard, Inc",3559743935643688,Arel Seed
Lifevantage Corporation,560221737063145091,Burlie Du Plantier
"Micronet Enertec Technologies, Inc.",4041596904664,Burton Baudinot
First Trust Switzerland AlphaDEX Fund,3533260689883759,Gerick Offiler
"Healthcare Services Group, Inc.",3529038051185466,Kimmi Le Grand
National Energy Services Reunited Corp.,3545071239246496,Dolorita Mears
Mazor Robotics Ltd.,3573318210116155,Orel Gyves
Sussex Bancorp,5641825649897190,Zelig Keys
Brookfield Renewable Partners L.P.,3548591662347096,Pat Paterno
Cameco Corporation,3560146946072052,Drucill Pengelly
"Nuveen California Municipal Value Fund, Inc.",3558901111628011,Doti Brussels
"Castlight Health, inc.",5100143451833616,Gregg Purbrick
Apollo Investment Corporation,3551360204940709,Marybelle Coleshill
The Priceline Group Inc. ,6394334755928516,Reggis Housbie
"Enbridge Energy, L.P.",5479626384509322,Danila Karolowski
Nuveen Real Estate Fund,67627421790646327,Abram O'Cullen
Peregrine Pharmaceuticals Inc.,3530926911249323,Tad Gairdner
Amaya Inc.,3549555007619716,Reese Morrissey
Tekla World Healthcare Fund,3570972504198130,Valencia Thowless
Global X Health & Wellness Thematic ETF,3531896508222455,Stanfield Kennelly
TESSCO Technologies Incorporated,374622934264622,Raquel Wittke
Cemex S.A.B. de C.V.,3542807948445041,Malvina Fazackerley
Prima BioMed Ltd,0604038321234387,Puff Aitcheson
Cardtronics plc,30033378665462,Dena Dorning
Brookfield DTLA Inc.,5602225751892294,Lavina Tongue
ClearBridge All Cap Growth ETF,67597354030624638,Robenia Galiero
Eaton Vance NextShares Trust II,4903437575199488,Britney Ogbourne
"Sigma Designs, Inc.",374283771849817,Win Zammitt
State Street Corporation,3582726593601594,Jamesy Feldbau
"MetLife, Inc.",3534910843297861,Kerstin Haensel
SL Green Realty Corporation,30390919745041,Brenden Dunniom
"NRG Yield, Inc.",3560158298951817,Amie Torn
