Sterculiaceae,65923-151,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,8.09,4844634101006227
Passifloraceae,68084-184,gravida sem praesent id massa id nisl venenatis lacinia,27.67,201967376274582
Asteraceae,36987-2252,amet diam in magna bibendum imperdiet,25.97,3568923168569615
Capparaceae,0054-0551,dictumst morbi vestibulum velit id pretium iaculis,1.31,3563820180881272
Solanaceae,21695-600,tellus nulla ut erat id,20.24,4844839189672143
Iridaceae,53329-947,nisl ut volutpat sapien arcu,6.64,3575101332656524
Fabaceae,49349-530,enim sit amet nunc viverra,17.17,4913523787122356
Lamiaceae,0409-1903,ipsum primis in faucibus orci luctus et ultrices posuere,2.76,30256561076060
Commelinaceae,49349-889,at nulla suspendisse potenti cras,27.95,3533431401735540
Polemoniaceae,63304-822,nulla quisque arcu libero rutrum ac lobortis vel dapibus,12.23,4405578924018680
Rubiaceae,52389-606,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,29.99,5419810504813367
Euphorbiaceae,49999-115,id ornare imperdiet sapien urna,4.65,5048376867310713
Asteraceae,51393-7544,suspendisse accumsan tortor quis turpis sed ante vivamus,20.99,3562780446921174
Sphagnaceae,51670-100,nec molestie sed justo pellentesque viverra pede ac diam,2.08,67710893922191281
Polemoniaceae,0003-0249,ac enim in tempor turpis nec euismod scelerisque,27.12,676787250375986582
Dioscoreaceae,21695-468,molestie nibh in lectus pellentesque at nulla suspendisse potenti,22.57,3585984051558445
Asteraceae,0135-0524,quis turpis eget elit sodales,27.25,0604549873986773478
Chenopodiaceae,49349-447,est phasellus sit amet erat,15.83,4175006000195022
Rosaceae,76237-132,lacinia sapien quis libero nullam sit amet turpis elementum ligula,21.57,6709979431237862
Coniocybaceae,10424-143,nulla ut erat id mauris,5.06,3567758144361021
Rhizophoraceae,54868-6106,curae donec pharetra magna vestibulum aliquet ultrices erat,16.71,6709602670506942
Dryopteridaceae,0143-9994,ultrices mattis odio donec vitae nisi nam ultrices libero,12.95,3588292563131611
Brassicaceae,65923-181,cras in purus eu magna vulputate luctus cum,9.14,5354750285615812
Brassicaceae,0220-9062,ac est lacinia nisi venenatis,2.85,630469714518334499
Asteraceae,0019-1323,lectus pellentesque at nulla suspendisse potenti cras in purus,25.67,6333369014396698511
Fabaceae,55154-6245,dui vel nisl duis ac nibh fusce lacus purus,19.12,5010128114824291
Cyperaceae,98132-303,elementum eu interdum eu tincidunt in leo maecenas,7.94,201426441852278
Fabaceae,60793-435,in hac habitasse platea dictumst morbi vestibulum,13.23,3546116969848141
Asteraceae,48951-3165,iaculis diam erat fermentum justo nec condimentum neque sapien,25.24,3540548174152636
Onagraceae,43857-0180,habitasse platea dictumst aliquam augue quam sollicitudin vitae,20.09,5529374841703044
Caryophyllaceae,17478-327,augue luctus tincidunt nulla mollis molestie lorem quisque,11.29,3573525924791889
Boraginaceae,49999-222,urna pretium nisl ut volutpat sapien,5.21,374283697431476
Saxifragaceae,49349-694,ante nulla justo aliquam quis turpis eget elit sodales,6.96,3555954933915010
Rosaceae,64679-923,turpis sed ante vivamus tortor duis mattis egestas metus aenean,12.65,3534709397114831
Melastomataceae,44237-002,felis fusce posuere felis sed lacus morbi sem,16.1,5187770890798996
Myrtaceae,68306-109,erat volutpat in congue etiam,4.1,5100140196393633
Boraginaceae,50436-6357,at ipsum ac tellus semper interdum mauris ullamcorper purus sit,26.71,36050606209529
Poaceae,63187-107,suspendisse potenti in eleifend quam a odio in hac,10.89,3557924479571418
Dryopteridaceae,68421-5500,in hac habitasse platea dictumst aliquam augue,27.45,3552375969567470
Cactaceae,68258-6100,aenean lectus pellentesque eget nunc donec quis orci eget,15.34,3538164045594719
Boraginaceae,57520-0710,erat curabitur gravida nisi at nibh in hac habitasse platea,16.1,676233324434617510
Cyperaceae,21130-327,vel est donec odio justo,14.04,490392817138086000
Agyriaceae,55289-997,ligula suspendisse ornare consequat lectus in,16.19,3564695343394572
Cyperaceae,76472-1146,eros viverra eget congue eget semper rutrum nulla,25.06,3548024948661221
Collemataceae,0904-6342,at dolor quis odio consequat,17.99,3528994052147668
Fumariaceae,10237-901,pulvinar sed nisl nunc rhoncus dui vel sem,17.25,4175002375700330
Bacidiaceae,52685-344,et magnis dis parturient montes nascetur,7.05,374283368126207
Rosaceae,36987-1598,justo in blandit ultrices enim,23.3,5002358696006575
Myrtaceae,67345-0661,sed tristique in tempus sit amet sem,19.74,675926114364666957
Scrophulariaceae,60681-2809,eget semper rutrum nulla nunc purus phasellus in felis,14.42,374288586313776
Fabaceae,51655-125,quis orci eget orci vehicula,3.41,3534819411139365
Fabaceae,49349-301,sed interdum venenatis turpis enim,25.87,3542533973166027
Lecideaceae,55312-647,pharetra magna ac consequat metus sapien ut nunc,11.14,5100149344158749
Poaceae,54868-5741,venenatis turpis enim blandit mi in porttitor pede justo,8.57,30238702968207
Rosaceae,62756-538,dolor quis odio consequat varius integer,5.76,3558289130927766
Cactaceae,50795-1001,mauris vulputate elementum nullam varius nulla facilisi,7.73,3572781130263509
Rutaceae,33261-128,augue vestibulum rutrum rutrum neque,7.41,3529190446368396
Verbenaceae,55154-4959,massa id lobortis convallis tortor,4.44,3532927716068346
Ericaceae,50154-1060,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,23.96,3579307220824498
Juncaceae,15127-963,tellus nulla ut erat id mauris vulputate elementum,5.92,372301365913682
Bignoniaceae,56104-302,morbi quis tortor id nulla ultrices aliquet maecenas,7.46,3540248983531902
Rosaceae,11822-1403,in hac habitasse platea dictumst etiam faucibus cursus urna ut,6.89,3532768954721398
Campanulaceae,0363-3440,velit donec diam neque vestibulum,6.5,376272063798111
Rosaceae,67877-211,imperdiet nullam orci pede venenatis non sodales sed tincidunt,17.81,3582244334237702
Lamiaceae,0832-0513,odio justo sollicitudin ut suscipit,25.18,3547740427959320
Asteraceae,54859-512,eget tincidunt eget tempus vel pede morbi porttitor lorem,10.9,3579447941968263
Scrophulariaceae,68084-029,lectus pellentesque eget nunc donec quis,4.12,3565226469699112
Fabaceae,0472-1736,nulla mollis molestie lorem quisque ut,18.19,6771204472842001385
Poaceae,68084-412,blandit lacinia erat vestibulum sed magna,25.63,3528876706651742
Asteraceae,0615-7831,posuere cubilia curae nulla dapibus dolor vel est,9.3,3549120788863726
Asteraceae,63704-010,tincidunt nulla mollis molestie lorem quisque,12.67,6771863991546974
Lichinaceae,51141-0065,ridiculus mus etiam vel augue vestibulum rutrum rutrum,16.7,3551507012273307
Parmeliaceae,57520-1040,primis in faucibus orci luctus et ultrices posuere cubilia curae,29.73,5100143770827620
Lecideaceae,50730-1033,ut massa quis augue luctus tincidunt nulla mollis molestie,3.52,3531003197163922
Poaceae,75878-001,sem mauris laoreet ut rhoncus aliquet,29.01,3570679088506592
Fagaceae,63843-729,porttitor pede justo eu massa donec dapibus duis,21.69,67613172975158440
Asteraceae,21130-511,donec odio justo sollicitudin ut suscipit a feugiat et eros,8.38,5100147690935983
Arthoniaceae,0003-2327,in porttitor pede justo eu massa donec dapibus,25.21,5602221841215814946
Aristolochiaceae,55289-757,ante vivamus tortor duis mattis egestas metus aenean fermentum,2.24,3566715646141187
Pinaceae,24653-286,sapien quis libero nullam sit amet turpis elementum,14.63,5602257698162220502
Lamiaceae,11444-001,integer non velit donec diam neque vestibulum eget vulputate,6.21,3575472846595924
Rosaceae,44924-119,dictumst morbi vestibulum velit id pretium,7.34,4917597152289194
Arthoniaceae,51285-443,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,8.99,5602214084399029
Commelinaceae,0115-2611,sed justo pellentesque viverra pede ac diam cras pellentesque,11.13,4508980108884802
Rubiaceae,55670-810,sit amet erat nulla tempus vivamus,11.69,4026666363687930
Fabaceae,48951-7014,arcu sed augue aliquam erat volutpat in,19.55,6709955282845839
Rosaceae,63402-306,consectetuer eget rutrum at lorem integer tincidunt,13.89,5341221402759442
Scrophulariaceae,67046-532,ipsum dolor sit amet consectetuer adipiscing elit,23.22,5018612796349232
Aceraceae,21749-150,sollicitudin vitae consectetuer eget rutrum at,8.13,3568364316147907
Asteraceae,58411-101,laoreet ut rhoncus aliquet pulvinar sed nisl nunc,13.51,30576898896447
Orchidaceae,37000-003,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,19.73,3532101960140934
Oleaceae,0378-7096,mattis nibh ligula nec sem duis aliquam,19.59,3576386611561300
Cladoniaceae,41163-401,accumsan tellus nisi eu orci mauris lacinia sapien,11.12,5048374861634089
Salicaceae,17478-069,eget massa tempor convallis nulla neque libero convallis eget,13.73,58931975083116793
Rosaceae,0404-3416,justo sit amet sapien dignissim vestibulum,4.44,490372162324667881
Verrucariaceae,51672-3004,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,10.65,3560254066777656
Rosaceae,36987-2895,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,8.2,3584626495803629
Apocynaceae,35356-811,id sapien in sapien iaculis congue vivamus metus arcu adipiscing,10.48,201629963480218
Alismataceae,66780-210,in magna bibendum imperdiet nullam orci pede venenatis non sodales,13.92,3565158161779415
Juncaceae,55154-4986,erat vestibulum sed magna at nunc commodo,19.1,3586592710250186
Polemoniaceae,0093-7380,faucibus accumsan odio curabitur convallis duis consequat dui,14.03,30058532819416
Poaceae,68026-501,nisl aenean lectus pellentesque eget nunc donec,13.23,3554026300525697
Brassicaceae,30142-602,lacinia nisi venenatis tristique fusce,24.24,3581214527040933
Peltigeraceae,49738-498,metus arcu adipiscing molestie hendrerit at vulputate,2.91,3538697659142259
Phytolaccaceae,0378-5513,amet erat nulla tempus vivamus in,10.69,4917642108656607
Onagraceae,52125-521,mi nulla ac enim in tempor turpis nec,3.86,4508593099510375
Portulacaceae,36987-2301,a ipsum integer a nibh in quis justo maecenas rhoncus,19.01,4017955894944
Scrophulariaceae,68788-9089,massa tempor convallis nulla neque libero,2.37,4017951820843792
Convolvulaceae,49035-700,ultrices posuere cubilia curae donec pharetra magna vestibulum,9.43,4026067957087811
Poaceae,69139-102,eget nunc donec quis orci eget orci vehicula,17.38,670978864840563776
Asteraceae,63304-173,faucibus cursus urna ut tellus nulla ut,7.51,3558791659562189
Fabaceae,62654-145,magna bibendum imperdiet nullam orci pede venenatis non sodales sed,26.48,5610316371435711
Arthopyreniaceae,49348-811,aenean lectus pellentesque eget nunc donec,12.24,3579975043736493
Brassicaceae,64942-1304,vivamus vestibulum sagittis sapien cum sociis natoque,25.13,3566536356748437
Liliaceae,59762-0009,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,29.47,5610803923688921
Lamiaceae,0469-0687,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,12.54,201469187797828
Rosaceae,66365-001,nulla ac enim in tempor turpis nec euismod scelerisque quam,20.51,564182115635749725
Ericaceae,63354-028,ante vel ipsum praesent blandit lacinia erat vestibulum,21.8,3541072306696922
Boraginaceae,51079-103,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,26.56,201837817105408
Vitaceae,0032-3016,dictumst etiam faucibus cursus urna ut tellus nulla ut,26.79,3546253413438169
Asteraceae,0603-2958,eros elementum pellentesque quisque porta volutpat erat quisque erat,7.49,56022541400254099
Urticaceae,68084-527,cum sociis natoque penatibus et magnis dis parturient,14.67,3576947572916534
Dryopteridaceae,69255-020,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,19.92,3580691666984479
Cyperaceae,63029-501,vitae nisl aenean lectus pellentesque eget nunc donec,12.53,67623517864751697
Fagaceae,49967-516,morbi quis tortor id nulla ultrices aliquet maecenas,15.44,3556670151731348
Asteraceae,59779-188,orci vehicula condimentum curabitur in libero,27.33,4303416252785
Crassulaceae,68745-1047,ac enim in tempor turpis nec euismod scelerisque quam turpis,15.96,3553694285453440
Asteraceae,49483-340,cras pellentesque volutpat dui maecenas tristique,20.24,3584812598395503
Sarraceniaceae,36987-1669,nec euismod scelerisque quam turpis,18.45,3537988914449329
Hydrangeaceae,64679-907,nulla ultrices aliquet maecenas leo odio condimentum id,17.15,3547285150100825
Rosaceae,52124-0007,vivamus vestibulum sagittis sapien cum sociis natoque,4.24,5460795582342074
Poaceae,58892-318,quis odio consequat varius integer ac leo,28.07,6767464708270794238
Primulaceae,0115-4411,donec vitae nisi nam ultrices,20.82,5108753475836650
Arecaceae,0054-0109,eget massa tempor convallis nulla neque libero,15.28,3558289421206177
Polemoniaceae,0944-4351,rhoncus aliquam lacus morbi quis tortor id nulla ultrices,27.77,4917449352928751
Apiaceae,50227-0521,lectus in est risus auctor sed tristique in tempus sit,28.46,3565720239221686
Brassicaceae,52125-166,integer non velit donec diam,4.51,67593831296825268
Brassicaceae,54575-974,ultrices posuere cubilia curae mauris viverra,5.49,3577352190609398
Rhamnaceae,50066-161,quis orci eget orci vehicula condimentum curabitur,19.18,3564465541189806
Papaveraceae,52125-688,nulla ac enim in tempor turpis,5.61,3547156044980740
Ramalinaceae,44206-451,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,3.64,4508940246762310
Araliaceae,58118-1170,neque sapien placerat ante nulla justo,17.07,6385305804761273
Nyctaginaceae,53645-1141,id luctus nec molestie sed justo pellentesque viverra,21.28,3567667495583861
Ptychomitriaceae,65342-1002,varius nulla facilisi cras non velit nec,7.31,30075195281312
Liliaceae,0597-0016,mauris eget massa tempor convallis nulla,10.4,30189260098426
Rosaceae,68462-126,nulla dapibus dolor vel est donec odio,8.82,3565028641164209
Brassicaceae,21130-254,tincidunt in leo maecenas pulvinar lobortis,12.22,3557489723808750
Liliaceae,52118-001,morbi porttitor lorem id ligula suspendisse ornare consequat,6.75,201683888374055
Crassulaceae,0591-2102,ac nulla sed vel enim sit amet nunc,2.14,3546548583818466
Celastraceae,52125-086,scelerisque mauris sit amet eros suspendisse,10.46,30106462092536
Lamiaceae,13925-171,et ultrices posuere cubilia curae duis,10.39,5602243461218858
Fabaceae,62257-544,semper est quam pharetra magna,7.65,30508987953052
Euphorbiaceae,11822-0580,ut massa volutpat convallis morbi odio,3.69,201575828169175
Iridaceae,54575-456,nam nulla integer pede justo lacinia eget tincidunt,22.67,5038903260892327704
Caryophyllaceae,59762-6691,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,1.52,6372155549234234
Lecanoraceae,58118-0512,curae mauris viverra diam vitae quam suspendisse potenti nullam,17.09,5602238736451540
Amblystegiaceae,11084-533,fermentum justo nec condimentum neque sapien placerat ante nulla,23.92,3552017433743705
Apiaceae,53489-150,vel nulla eget eros elementum pellentesque,24.24,676226844462301397
Caryophyllaceae,43742-0199,rhoncus aliquam lacus morbi quis,22.0,6376389472018233
Boraginaceae,33261-170,lacus at turpis donec posuere metus,16.39,5504373153611828
Polygonaceae,49349-883,mi sit amet lobortis sapien sapien non mi,10.49,3549521754608609
Fabaceae,51672-1273,nunc viverra dapibus nulla suscipit ligula in lacus,16.15,3588696907404676
Asteraceae,61543-7224,vestibulum ante ipsum primis in faucibus orci,6.16,676254078083561528
Aspleniaceae,50462-110,condimentum neque sapien placerat ante,10.91,201850022555028
Malpighiaceae,0781-5817,aenean sit amet justo morbi ut,14.29,3569350196768671
Cyperaceae,43742-0418,nunc commodo placerat praesent blandit,22.48,3587647495522701
Lichinaceae,63629-4383,in blandit ultrices enim lorem,21.19,58937131676508541
Fabaceae,55154-3482,nunc rhoncus dui vel sem sed sagittis,18.12,3531462262967791
Asteraceae,54868-0846,velit nec nisi vulputate nonummy maecenas tincidunt,15.07,5579488103367204
Fabaceae,11523-7283,sagittis dui vel nisl duis ac nibh fusce lacus purus,9.64,201914906873350
Sarraceniaceae,43742-0489,a ipsum integer a nibh in quis justo maecenas,6.13,3548357182440674
Ericaceae,0603-2433,morbi vestibulum velit id pretium iaculis diam erat fermentum,16.3,201450013858794
Asteraceae,35356-986,dolor sit amet consectetuer adipiscing elit proin interdum,5.16,30063587994395
Liliaceae,36987-1758,posuere cubilia curae donec pharetra magna vestibulum aliquet,13.31,4405654341274584
Saxifragaceae,45156-5605,sit amet consectetuer adipiscing elit proin interdum mauris non ligula,13.54,5048379955869780
Lamiaceae,43742-0184,suspendisse accumsan tortor quis turpis,2.5,3563572644437775
Hymenophyllaceae,0363-0635,at velit vivamus vel nulla eget eros elementum,13.41,491132739361279099
Ranunculaceae,54575-463,vestibulum ac est lacinia nisi venenatis,16.78,4936322789458311
Parmeliaceae,65044-4352,pharetra magna vestibulum aliquet ultrices erat,12.96,4041378789065110
Orchidaceae,63629-3166,orci luctus et ultrices posuere cubilia curae mauris viverra,20.13,3563843314146784
Amaranthaceae,48951-4015,amet diam in magna bibendum imperdiet nullam orci,21.72,3561505428557758
Euphorbiaceae,0113-0578,nam dui proin leo odio porttitor,27.48,503872027122276653
Porpidiaceae,50795-3001,porta volutpat quam pede lobortis ligula sit,17.47,3543764094199089
Pteridaceae,64720-237,suspendisse potenti nullam porttitor lacus at turpis donec,9.57,493621430492506675
Asteraceae,49967-641,amet consectetuer adipiscing elit proin risus praesent lectus,23.68,3581321763831857
Poaceae,21695-559,turpis nec euismod scelerisque quam turpis adipiscing lorem,15.7,4936324044763783733
Lecideaceae,76439-325,libero nullam sit amet turpis elementum ligula vehicula consequat morbi,30.0,3562693248072767
Solanaceae,55910-413,metus vitae ipsum aliquam non mauris morbi non,26.48,3589386307805396
Asteraceae,49288-0211,lacus at turpis donec posuere metus vitae ipsum aliquam non,13.36,3541358538089402
Lamiaceae,10348-004,ipsum integer a nibh in quis justo maecenas rhoncus aliquam,24.62,3550048932022327
Orchidaceae,37808-288,platea dictumst morbi vestibulum velit id pretium iaculis diam,29.38,5007664010137219
Fabaceae,60681-0901,in purus eu magna vulputate luctus cum sociis natoque penatibus,3.71,5007660575166577
Asteraceae,55910-721,curabitur gravida nisi at nibh in hac habitasse,6.1,6763724143032782963
Ranunculaceae,58118-0301,orci luctus et ultrices posuere,13.77,4905277612590118463
Hydrangeaceae,55154-9613,consectetuer adipiscing elit proin risus praesent lectus,20.09,5602236400557634
Fagaceae,49158-500,ante ipsum primis in faucibus,15.78,30409470579209
Ranunculaceae,68180-469,at turpis donec posuere metus vitae ipsum aliquam non mauris,25.44,30242700183942
Oedipodiaceae,59779-982,luctus ultricies eu nibh quisque id,16.39,3588552058462411
Fabaceae,58118-6149,nec dui luctus rutrum nulla tellus in,12.41,3537372772501408
Rutaceae,66129-020,libero ut massa volutpat convallis morbi odio,22.83,3529050650380539
Staphyleaceae,59886-350,morbi ut odio cras mi pede malesuada,12.5,3561850683201183
Malvaceae,24477-324,tellus semper interdum mauris ullamcorper purus sit amet nulla,9.6,201514257131356
Cyperaceae,66715-9707,convallis nulla neque libero convallis eget eleifend luctus ultricies,17.31,30078221407141
Poaceae,47593-410,libero nullam sit amet turpis elementum ligula vehicula consequat morbi,10.97,50383303544757305
Cistaceae,63940-541,faucibus cursus urna ut tellus nulla ut,5.62,30517226902747
Grimmiaceae,64159-6010,ac diam cras pellentesque volutpat dui maecenas tristique est,19.91,5048373682900521
Polemoniaceae,55111-122,ante nulla justo aliquam quis turpis eget elit sodales scelerisque,23.14,3551319126682773
Caryophyllaceae,62670-4834,sed tristique in tempus sit,27.9,3574707604888511
Gypsoplaceae,51672-4030,malesuada in imperdiet et commodo vulputate,2.25,3577719356714610
Chenopodiaceae,52125-395,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,26.91,5048372983798964
Asteraceae,49348-819,ut erat id mauris vulputate elementum nullam varius,12.37,3528244689899681
Asteraceae,0037-8140,in lectus pellentesque at nulla suspendisse,11.75,5100172288453959
Fabaceae,36800-109,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,25.91,3571396954024993
Liliaceae,0186-4020,in lacus curabitur at ipsum ac tellus,17.19,3547697327096415
Loganiaceae,24488-005,placerat praesent blandit nam nulla integer pede,5.91,3544980666117965
Zingiberaceae,49349-739,primis in faucibus orci luctus et ultrices,13.36,6398863771174875
Oleaceae,37205-381,consectetuer adipiscing elit proin interdum mauris non,28.57,561060525865395945
Liliaceae,63629-1467,proin leo odio porttitor id,24.38,5602229922869405
Fabaceae,0591-0241,ante ipsum primis in faucibus orci,26.64,374622972525439
Araceae,63629-4978,aliquet ultrices erat tortor sollicitudin mi sit amet,24.93,30012891333675
Asclepiadaceae,68196-809,nisi vulputate nonummy maecenas tincidunt,21.44,58931226450813970
Poaceae,0409-0996,primis in faucibus orci luctus,17.3,3539750089978179
Lamiaceae,0409-1752,diam nam tristique tortor eu,29.17,676181984227893909
Rosaceae,50988-287,vivamus tortor duis mattis egestas metus,15.33,3588743610355470
Acanthaceae,55714-4539,aliquet at feugiat non pretium quis,14.31,4844879351790224
Encalyptaceae,67938-0906,ac est lacinia nisi venenatis tristique fusce congue,8.99,4017956961890
Thrombiaceae,62011-0087,cubilia curae nulla dapibus dolor,19.23,6333291074330401227
Sapindaceae,60512-6476,phasellus sit amet erat nulla tempus vivamus in,1.03,3568217385339682
Rubiaceae,43742-0134,pede justo eu massa donec,4.09,3530976823613280
Juncaceae,49349-842,posuere cubilia curae nulla dapibus dolor vel est donec,24.95,5430897274500352
Loasaceae,51386-703,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,16.04,5108753892890801
Leitneriaceae,41167-0600,lacus morbi sem mauris laoreet ut rhoncus aliquet,4.94,3579394230319750
Asteraceae,36987-1540,viverra pede ac diam cras pellentesque volutpat dui maecenas,26.59,6709946971871301
Poaceae,21695-973,semper porta volutpat quam pede lobortis ligula sit amet eleifend,29.65,6304164791897333452
Asteraceae,63187-050,vehicula condimentum curabitur in libero ut massa,7.67,3575683212762159
Bruchiaceae,49288-0335,quis orci nullam molestie nibh in lectus pellentesque at nulla,4.53,3577663652357718
Oleaceae,41163-291,justo lacinia eget tincidunt eget,3.04,630486579640354486
Malvaceae,43386-161,posuere cubilia curae mauris viverra,9.91,3583784397228048
Brassicaceae,52125-849,sed nisl nunc rhoncus dui vel sem,14.74,3544834802246016
Physciaceae,58593-265,pede ac diam cras pellentesque volutpat dui maecenas,5.26,3586940362268289
Melastomataceae,66336-945,vivamus vestibulum sagittis sapien cum,4.76,5602248971448713
Asteraceae,42217-200,proin risus praesent lectus vestibulum quam sapien,12.25,6371290191562813
Polygonaceae,41167-4002,accumsan tellus nisi eu orci mauris,27.05,372301884628399
Verbenaceae,55154-4754,a ipsum integer a nibh in quis,1.33,30024497304901
Polypodiaceae,36987-2864,turpis adipiscing lorem vitae mattis,11.5,3564773251140590
Poaceae,63739-283,volutpat in congue etiam justo etiam pretium iaculis justo in,2.57,06048340490604650
Poaceae,54868-5499,justo etiam pretium iaculis justo in,12.55,4041372031618214
Rosaceae,55910-369,faucibus orci luctus et ultrices posuere cubilia curae mauris,25.82,5602257969528840
Fabaceae,66336-233,felis ut at dolor quis odio consequat varius,29.95,5352006018964569
Lamiaceae,23155-228,ut nulla sed accumsan felis ut at dolor,26.41,6706528223070135436
Polemoniaceae,53808-0344,fusce congue diam id ornare imperdiet sapien urna pretium,8.1,3582552716870530
Cyperaceae,68084-311,mus etiam vel augue vestibulum rutrum,4.24,3561130916110901
Saxifragaceae,42507-480,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,15.98,3571769719738778
Cyperaceae,64117-968,curabitur gravida nisi at nibh in,14.24,3531607839201468
Ericaceae,37808-144,donec ut dolor morbi vel,8.79,560221922984604240
Costaceae,49643-115,ac tellus semper interdum mauris ullamcorper purus sit amet nulla,8.51,5641820593131373
Cyperaceae,41499-106,odio cras mi pede malesuada in imperdiet et,4.01,4911966585454202
Poaceae,0268-0038,volutpat quam pede lobortis ligula sit amet eleifend,9.31,6762405327855348
Acarosporaceae,55312-461,vulputate elementum nullam varius nulla facilisi cras non velit,14.33,375481377902290
Fabaceae,51655-501,dolor sit amet consectetuer adipiscing elit,2.48,3542337672548042
Commelinaceae,66715-9737,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,22.59,6759296652514326780
Asteraceae,0049-3190,in eleifend quam a odio in,18.64,670946409382902740
Agavaceae,59762-1005,nisi venenatis tristique fusce congue diam id ornare,6.34,5602253187351297
Polygonaceae,0185-4346,nulla integer pede justo lacinia eget tincidunt eget tempus,22.83,5602211708049873
Pyrolaceae,64616-087,dictumst morbi vestibulum velit id,4.28,3549737759513194
Chenopodiaceae,68084-226,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,26.28,4903870054627712
Iridaceae,46017-020,tellus in sagittis dui vel nisl duis,6.99,67629452631681338
Asteraceae,52125-654,nec dui luctus rutrum nulla tellus in,19.92,3566893816610560
Hydrophyllaceae,65649-552,in tempor turpis nec euismod scelerisque quam turpis adipiscing,5.57,4041379444858113
Lythraceae,52862-003,pharetra magna vestibulum aliquet ultrices erat,14.45,501806779317704601
Cactaceae,59779-154,ipsum integer a nibh in quis justo maecenas rhoncus aliquam,23.54,3564974310737513
Rubiaceae,61442-363,ultrices phasellus id sapien in sapien iaculis congue,5.3,4777338406373
Geraniaceae,54092-701,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,1.84,560222936614838332
Graphidaceae,36987-1748,quam fringilla rhoncus mauris enim,7.96,3569806474934269
Iridaceae,49288-0688,venenatis lacinia aenean sit amet justo morbi ut odio cras,14.37,374622859196072
Onagraceae,68016-500,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,19.99,5602216804518226
Liliaceae,51811-368,ut volutpat sapien arcu sed augue aliquam erat volutpat in,22.9,3528896608409098
Cupressaceae,0517-7210,tortor risus dapibus augue vel accumsan tellus nisi,23.54,3556760306119562
Juncaginaceae,44117-0002,rutrum rutrum neque aenean auctor gravida sem praesent id massa,6.63,6304175170735407496
Asteraceae,24385-135,nisl duis bibendum felis sed interdum venenatis turpis,12.9,3579663543387104
Brassicaceae,0074-8110,vivamus metus arcu adipiscing molestie hendrerit at,27.43,6767276506936687
Fabaceae,0363-0104,eleifend pede libero quis orci nullam molestie nibh in,19.13,3574381987445305
Asteraceae,49349-635,aliquam erat volutpat in congue etiam justo etiam pretium iaculis,14.31,4903558024521517
Asteraceae,55312-926,lorem quisque ut erat curabitur gravida nisi at nibh in,2.89,3548554544270464
Asteraceae,18860-342,quis libero nullam sit amet turpis elementum ligula vehicula consequat,11.82,5329681970110680
Polygonaceae,41250-944,at vulputate vitae nisl aenean,29.4,6763752751219939811
Asteraceae,57520-0923,eget orci vehicula condimentum curabitur in,19.64,3585613328151854
Dennstaedtiaceae,68788-9514,vel augue vestibulum rutrum rutrum neque,10.89,5007668266110473
Cupressaceae,76349-002,sapien varius ut blandit non interdum,3.62,4041594425613
Meliaceae,46123-024,integer a nibh in quis,11.6,676259410266265632
Chenopodiaceae,55714-2256,odio donec vitae nisi nam ultrices libero non,26.61,3537796123933581
Scrophulariaceae,63629-4901,praesent blandit nam nulla integer pede justo lacinia eget,11.86,5100173856629376
Asteraceae,41163-089,ut at dolor quis odio consequat varius integer,29.79,3551945584936747
Chenopodiaceae,54458-995,ligula in lacus curabitur at ipsum ac,1.11,0604853847247902969
Asteraceae,0268-1081,tortor duis mattis egestas metus aenean fermentum donec,13.2,3535119547539292
Myrtaceae,36987-2253,sodales sed tincidunt eu felis fusce posuere felis sed,28.15,5602231754117408
Gentianaceae,13537-013,eu mi nulla ac enim in,21.35,589396276023148414
Solanaceae,43742-0179,nec molestie sed justo pellentesque viverra,24.69,3532815585875778
Solanaceae,52380-1721,tortor duis mattis egestas metus aenean fermentum,20.24,5602239895077761
Poaceae,54868-1691,viverra pede ac diam cras pellentesque,29.29,5610139501770917179
Malvaceae,51009-120,aliquam non mauris morbi non lectus aliquam sit amet diam,16.85,3541926323677159
Arecaceae,37808-015,pede venenatis non sodales sed tincidunt eu,8.76,3553052926094836
Apiaceae,0093-7393,non velit nec nisi vulputate,21.92,3566018412430078
